Jdis,ZL,error,N
0.7,0.19154751617838425,0.0025241730075651206,1000.0
0.75,0.18197374504547995,0.00266781619200933,1000.0
0.8,0.17681796408350392,0.0027029268954988136,1000.0
0.85,0.1696261247325095,0.002776491385454689,1000.0
0.9,0.16077984256335126,0.0028533037971596527,1000.0
0.95,0.14964416782226636,0.004094510835416956,499.0
1.1,0.13280827983543814,0.0030032537801554446,1000.0
1.2,0.12021299470204651,0.0031274236283242445,1000.0
1.3,0.1098842707199684,0.003118618853617304,1000.0
1.4,0.09803857564344926,0.0031998469733853082,1000.0
1.5,0.08681874990168305,0.003223171209597643,1000.0
