Jdis,ZL,error,N
0.1,-0.7896968475793205,0.0009447689254304742,1000.0
0.2,-0.7701161961855665,0.0016668119828602372,1000.0
0.3,-0.7228852906046883,0.0038656126766430645,1000.0
0.4,-0.6462420520850035,0.006489056401484453,1000.0
0.5,-0.5528902182458043,0.00875863076938597,1000.0
0.6,-0.46041211734517984,0.010268314686748348,1000.0
0.7,-0.37710775361986004,0.010954597341566598,1000.0
0.8,-0.2896063417364484,0.011510085705064123,1000.0
0.9,-0.228014690375466,0.01144417621801289,1000.0
1.0,-0.1680023429497037,0.01118206531892765,1000.0
1.1,-0.11774493206672922,0.011030598445850642,1000.0
1.2,-0.08018540334584512,0.010598258282610002,1000.0
1.5,0.0016156994722173331,0.009575538117141541,1000.0
1.8,0.04332563767222913,0.008914402582517187,1000.0
