Dimerization,ZL,error,N
0.0,0.17091331259715112,0.0033058396155174656,1000.0
0.05,0.1627508902794245,0.0033828840005378225,1000.0
0.1,0.1365256606995912,0.0038279279216603557,1000.0
0.15,0.10087411311529136,0.004198928173889135,1000.0
0.2,0.06008738013578511,0.004546371491135877,1000.0
0.25,0.007930366894867433,0.004534842638782185,1000.0
0.3,-0.04002764760563732,0.004387689172237278,1000.0
0.35,-0.0866232936924465,0.004214089155603056,1000.0
0.4,-0.11964024320732171,0.0037561729246983573,1000.0
0.45,-0.1344468201595416,0.003445307657357337,1000.0
0.5,-0.12332264479853144,0.003692776698712318,1000.0
0.55,-0.08535327208725614,0.004117995761768861,1000.0
0.6,-0.017223175835441303,0.004643271921878524,1000.0
0.65,0.07055857822769407,0.004948845782506325,1000.0
0.7,0.17195578005838316,0.004828596753499994,1000.0
