Jdis,O^z,error,N
0.1,0.17779541446137914,0.00038445482921868813,1000.0
0.2,0.1539114920050353,0.0004928105976051211,1000.0
0.3,0.1284000400842678,0.0005365183468014422,1000.0
0.4,0.10713412068383739,0.0005526845372489866,1000.0
0.5,0.08988216213328049,0.0005355046929916115,1000.0
0.6,0.07472752354800563,0.0005144476789963898,1000.0
0.7,0.06301041840667103,0.00048238528123023636,1000.0
0.8,0.053035937305069135,0.00044834398112625985,1000.0
0.9,0.045237137758671275,0.0004174200267528994,1000.0
1.0,0.037207598047019626,0.0003766932396005461,1000.0
1.1,0.030431841670544704,0.0003450544187629124,1000.0
1.2,0.02609725318176193,0.00031602047730877223,1000.0
1.5,0.015783029492877736,0.00023796161196373923,1000.0
1.8,0.009849580942816285,0.00019230529353429985,1000.0
