Jdis,ZL,error,N
0.1,-0.8263880376147396,0.0007621745722998502,1000.0
0.2,-0.8120181057182381,0.0012407778528300353,1000.0
0.3,-0.769190091503142,0.0034087255776200395,1000.0
0.4,-0.6922993426240074,0.006381230387169195,1000.0
0.5,-0.5949985099665804,0.008739679737236862,1000.0
0.6,-0.4809101145325469,0.01072530262326106,1000.0
0.7,-0.37089607808599356,0.011853170098123538,1000.0
0.8,-0.2700560559424368,0.012447994055435646,1000.0
0.9,-0.18870624807226818,0.012330278235539718,1000.0
1.0,-0.13320668816824785,0.011885339909432066,1000.0
1.1,-0.07950766934945483,0.01153366840273905,1000.0
1.2,-0.03720519583703478,0.010767422203860033,1000.0
1.5,0.045295585023216095,0.009853903676075835,1000.0
1.8,0.07695763824349215,0.009257597408915219,1000.0
