Jdis,ZL,error,N
0.7,0.10750628044318727,0.004042909020045827,1000.0
0.75,0.09964576607713968,0.004047589131885916,1000.0
0.8,0.0937324275653562,0.004100668916199332,1000.0
0.85,0.08526499607967244,0.004055738197040737,1000.0
0.9,0.07947494598101433,0.004108098525067841,1000.0
0.95,0.07697601554284321,0.004049417791161237,1000.0
1.0,0.0709943719965985,0.003988729693554342,1000.0
1.1,0.06484789645240699,0.003838168390033028,1000.0
1.2,0.05457510431886572,0.0039393228675473424,1000.0
1.3,0.0436163304815854,0.003670408109190141,1000.0
1.4,0.041492188672812305,0.003552998269321398,1000.0
1.5,0.03296845025000778,0.0034116649777949553,1000.0
