Jdis,ZL,error,N
0.7,-0.031583774536395604,0.0037805123973889444,1000.0
0.75,-0.028760113589036438,0.003825212199193694,1000.0
0.8,-0.02698592586669648,0.003914488097671884,1000.0
0.85,-0.02311258521651496,0.0039457454957106865,1000.0
0.9,-0.02147027234592469,0.003946272781693705,1000.0
0.95,-0.019557530040051525,0.003963506353861213,1000.0
1.0,-0.01489507350613755,0.0040168671745952084,1000.0
1.1,-0.012581951091227152,0.004049944110617514,1000.0
1.2,-0.005817714008114981,0.004134570454857864,1000.0
1.3,-0.004127415735774159,0.004095303931813114,1000.0
1.4,-0.0008573995445242133,0.004120767614573194,1000.0
1.5,0.0011207148485929757,0.0040580052683498345,1000.0
