Jdis,ZL,error,N
0.7,0.1723276914362722,0.005118224311236683,1000.0
0.75,0.16592626562491608,0.005292107478149114,1000.0
0.8,0.16393585228668167,0.005377977994896398,1000.0
0.85,0.1588702865160291,0.0055685426273362855,1000.0
0.9,0.15451967563110283,0.005713780235962105,1000.0
0.95,0.15243349070355056,0.005732181824040096,1000.0
1.0,0.15227872909044593,0.005755989872791308,1000.0
1.1,0.1477845693759482,0.005771505933061015,1000.0
1.2,0.14353106239609822,0.005819109464997113,1000.0
1.3,0.136167175139891,0.005990505820153424,1000.0
1.4,0.1291541959295777,0.006006916520581,1000.0
1.5,0.1237343415892154,0.0059534204960241515,1000.0
