Jdis,O^z,error,N
0.1,0.2825943777089156,0.00029848324025241773,1000.0
0.2,0.26370428037943383,0.00041198059472807993,1000.0
0.3,0.2332826604927578,0.0005374227502647782,1000.0
0.4,0.1996959219750858,0.0006417645062173797,1000.0
0.5,0.16923864434292857,0.0006885208502707753,1000.0
0.6,0.1426626293484712,0.0006992187585652327,1000.0
0.7,0.12085538105265002,0.0006820510745034872,1000.0
0.8,0.10159613260950683,0.0006475470608653288,1000.0
0.9,0.08486170972787666,0.0006128131506484283,1000.0
1.0,0.0710894661643738,0.0005703957856125535,1000.0
1.1,0.05929459254294143,0.0005194280740231113,1000.0
1.2,0.050405878419033906,0.0004861005619836707,1000.0
1.5,0.031201237521450622,0.0003822854213687086,1000.0
1.8,0.020254928828778832,0.0003131638195605345,1000.0
