Jdis,ZL,error,N
0.7,0.21179955981271598,0.0031464058785392874,1000.0
0.75,0.19983559980773632,0.003226213450940167,1000.0
0.8,0.1827211253776991,0.003242479635219736,1000.0
0.85,0.17091331259715112,0.0033058396155174656,1000.0
0.9,0.15940438784675612,0.0033572317499927506,1000.0
0.95,0.14539984806290654,0.003380543678740451,1000.0
1.0,0.13441112554589799,0.0033615477738246605,1000.0
1.1,0.11160092874902772,0.0034880401176875884,1000.0
1.2,0.09306205549235516,0.0034145686699853504,1000.0
1.3,0.07742888189213373,0.0032903453164091086,1000.0
1.4,0.065468866626473,0.003229852085129817,1000.0
1.5,0.05568048116473569,0.0031347638344024656,1000.0
