Jdis,ZL,error,N
0.7,0.20718563659904476,0.0027997252344663277,1000.0
0.75,0.1972504358519354,0.002885520336897583,1000.0
0.8,0.1840237016249861,0.003015351357172519,1000.0
0.85,0.1731144478674897,0.0030686969446112352,1000.0
0.9,0.15940530439792552,0.0031534581680552356,1000.0
0.95,0.15199562167644012,0.003202617919632263,1000.0
1.0,0.14027013715272962,0.003234617359610698,1000.0
1.1,0.12193043903191382,0.0032437506043498034,1000.0
1.2,0.10718594667074924,0.0032494251015444983,1000.0
1.3,0.09265104605802961,0.003296007058561329,1000.0
1.4,0.07957350050632254,0.0032544813895387095,1000.0
1.5,0.06923466234528132,0.0031730559802518863,1000.0
