Dimerization,ZL,error,N
0.0,0.193431415143011,0.0035580953409224555,1000.0
0.05,0.18767023066241909,0.0037545806186881107,1000.0
0.1,0.15147015703890035,0.004319806702713229,1000.0
0.15,0.10359833813309491,0.0047813972318770485,1000.0
0.2,0.04198785279816323,0.005089185016270061,1000.0
0.25,-0.02118178843329688,0.005068652768417206,1000.0
0.3,-0.08842346333763738,0.004894278225530081,1000.0
0.35,-0.14158444936813802,0.004268603202496941,1000.0
0.4,-0.17550885741389632,0.0037103857679671158,1000.0
0.45,-0.17443997146434426,0.0037980747300945792,1000.0
0.5,-0.13477503298241766,0.0043779300048769655,1000.0
0.55,-0.05667901435168585,0.005227636640047484,1000.0
0.6,0.0467011209629752,0.005475256090685389,1000.0
0.65,0.16592626562491608,0.005292107478149114,1000.0
0.7,0.28229504555521917,0.004705501655364125,1000.0
