x2-x1,corr
1,0.5398121296597352
2,0.388540867661572
3,0.16165292896135194
4,0.15240049971097144
5,0.08987836749272067
6,0.09681911860928022
7,0.044275500504992224
8,0.05194939004257765
9,0.0222314252752044
10,0.03206636281273196
11,0.027789621367846472
12,0.020793588421669527
13,0.018143007070050187
14,0.013845176321684981
15,0.01227570382549275
16,0.009584856137453884
17,0.008797410941712831
18,0.007105257762332217
19,0.006435579173485992
20,0.005337137353941253
21,0.004846061742632784
22,0.0040458001470254044
23,0.0036816783016582156
24,0.0028627232066030764
25,0.0025855245160540763
26,0.0020772792180260347
27,0.0018947281906652141
28,0.0015285521334796783
29,0.001393213616409527
30,0.0012166284641557193
31,0.0011180356599453586
32,0.0009103449380052593
33,0.0008197208860624086
34,0.0007356995770083845
35,0.0006554886229487244
36,0.0006166409859619654
37,0.0006000710894021048
38,0.0005090407393554909
39,0.0005023518148554377
40,0.0003825808056186202
41,0.00035585858310461296
42,0.00030837207897782445
43,0.0003025969870534153
44,0.0003098207532223704
45,0.00028802316879046933
46,0.00026889979959484326
47,0.0002572027537425699
48,0.00021305904800915826
49,0.00020151708477098406
50,0.00017300387479918277
51,0.00016312023395044666
52,0.0001371823996563275
53,0.0001288042238481802
54,0.00011530718030798771
55,0.00011250375927756453
56,8.838283200551838e-05
57,7.941778404006138e-05
58,6.624596368631495e-05
59,5.6768856131897014e-05
60,4.4016952344832186e-05
61,3.9190626198354206e-05
62,2.8060694732582148e-05
63,1.9321491051369306e-05
64,1.0573823695389404e-05
