Jdis,ZL,error,N
0.7,-0.10982872173802094,0.004057859208883331,1000.0
0.75,-0.10288682640697933,0.004074379532169751,1000.0
0.8,-0.09398050590355898,0.004130134601291187,1000.0
0.85,-0.08535327208725614,0.004117995761768861,1000.0
0.9,-0.07590360339973315,0.004181745299104969,1000.0
0.95,-0.0698641938228498,0.004246679553703188,1000.0
1.0,-0.06383222816141108,0.004201453070694361,1000.0
1.1,-0.04926377714378406,0.004362317421126827,1000.0
1.2,-0.03545750654959236,0.004216932490294774,1000.0
1.3,-0.02701210628834397,0.0042752725616952755,1000.0
1.4,-0.01622724582692582,0.004191277476538565,1000.0
1.5,-0.008625662611455379,0.004204723224730665,1000.0
