Dimerization,ZL,error,N
0.0,-0.3152910054570084,0.01624672359868407,250.0
0.05,-0.31463236206740197,0.017401834808166417,250.0
0.1,-0.26386064398888814,0.01956856341171982,250.0
0.15,-0.194166984140922,0.0206115279375516,250.0
0.2,-0.11945336515416183,0.021557397271013884,250.0
0.25,-0.015605096649328503,0.02259552365278574,250.0
0.3,0.08784260733354028,0.02146716585239612,250.0
0.35,0.2054153818710261,0.019965465665924453,250.0
0.4,0.30258669627125645,0.01861897656261355,250.0
0.45,0.3959394032010119,0.016581143064161797,250.0
0.5,0.48554090140567085,0.014430754075486274,250.0
0.55,0.5443078767312576,0.013426501557927663,250.0
0.6,0.60190144713809,0.010965146405517543,250.0
0.65,0.6510323351359559,0.008639523048523008,250.0
0.7,0.6984030902354185,0.005349600436287001,250.0
0.75,0.7298205223432859,0.003745133603120128,250.0
0.8,0.7526908640819282,0.0028177261302580344,250.0
0.85,0.7734219404932151,0.0019561602302820094,250.0
0.9,0.7901471377165906,0.0012009942870551923,250.0
0.95,0.8034022161673161,0.0005525761881255435,250.0
1.0,0.8136043734008787,1.4428872184826047e-15,250.0
