Dimerization,ZL,error,N
0.0,-0.3094865500327876,0.018920225918146374,250.0
0.05,-0.3079065674936649,0.019445973771138252,250.0
0.1,-0.24686419206091534,0.021177072050105477,250.0
0.15,-0.16815782794547082,0.022804394734434148,250.0
0.2,-0.049446047000019956,0.023386820811712002,250.0
0.25,0.07157362638143512,0.024087579684475096,250.0
0.3,0.1917522825033643,0.022107359919440753,250.0
0.35,0.32201921705106884,0.019270974244847597,250.0
0.4,0.43944832236405706,0.01719476725783607,250.0
0.45,0.532369188513573,0.014269227173344064,250.0
0.5,0.5885978472833805,0.01326683022618338,250.0
0.55,0.660599567797114,0.010335634160129037,250.0
0.6,0.714569531905124,0.007328973003946046,250.0
0.65,0.7446801249797182,0.007962998431839244,250.0
0.7,0.7829907958549612,0.004615424069531477,250.0
0.75,0.7872213328553919,0.011441495054643416,250.0
0.8,0.8266090709755305,0.0027184551057281396,250.0
0.85,0.8420274372060995,0.001906307917000241,250.0
0.9,0.8551792108071746,0.0008681699414772091,250.0
0.95,0.8646895836617278,0.00030978890783300877,250.0
1.0,0.8717312889840739,1.9590033822638374e-15,250.0
