Jdis,ZL,error,N
0.7,0.004119741429117469,0.004271378302298386,1000.0
0.75,0.004455191905850015,0.00425982401706971,1000.0
0.8,0.004574422989425819,0.004228438887836303,1000.0
0.85,0.0027323199013056876,0.004198531672340653,1000.0
0.9,0.003299746967748611,0.004297756297170843,1000.0
0.95,0.001463654826597761,0.004200745540452129,1000.0
1.0,0.001460674927539556,0.004070169063942575,1000.0
1.1,0.004123571800868675,0.003997795200183268,1000.0
1.2,0.0029016299484840467,0.003934500342530975,1000.0
1.3,0.003050285484263243,0.0036971677446656294,1000.0
1.4,0.002168138666615752,0.0036295471413183636,1000.0
1.5,-0.0021741277624482422,0.003459050673845127,1000.0
