Dimerization,ZL,error,N
0.0,0.00770186411311606,0.002301627288434007,1000.0
0.05,0.005944173118216684,0.002268140551614927,1000.0
0.1,0.004753686814600509,0.0023717634014102395,1000.0
0.15,0.004562740440683463,0.0024143528907679497,1000.0
0.2,0.001202799884911059,0.0023837457142943572,1000.0
0.25,0.0016171385118840013,0.002494855890062201,1000.0
0.3,0.0035720439514859556,0.0027196266914129475,1000.0
0.35,0.006744505316236332,0.0029192348394024114,1000.0
0.4,0.0068617585843130866,0.003233419699482604,1000.0
0.45,0.015584828133441983,0.003404781883572442,999.0
0.5,0.020650493156444887,0.0037944109626162,1000.0
