Dimerization,ZL,error,N
0.0,0.03583824664580533,0.003889444333696203,500.0
0.05,0.03133489855944657,0.004119533666061091,500.0
0.1,0.021987178082681313,0.0043374950911366315,500.0
0.15,0.02047281558659544,0.004626268349598313,500.0
0.2,0.003838108312743891,0.004470800090593409,500.0
0.25,-0.010412340951995008,0.004455071431665119,500.0
0.3,-0.011922584782091638,0.004461516204679532,500.0
0.35,-0.020950163361412404,0.004533873516437992,500.0
0.4,-0.024197362780673345,0.0048670138922131045,500.0
0.45,-0.01333969835768785,0.0054585857736911495,500.0
0.5,0.0017539009601510505,0.0061583175093193184,500.0
