Dimerization,ZL,error,N
0.0,0.14271697322965002,0.0029142648118438016,1000.0
0.4,0.010554565846085438,0.003468696077389856,1000.0
0.55,-0.05618432351395984,0.0027051865401779185,1000.0
0.6,-0.06675844478093267,0.0023884816957991358,1000.0
0.65,-0.0678722422805899,0.0022105898409932935,1000.0
0.7,-0.05681056012367678,0.002258188906802894,1000.0
0.05,0.1403812380939965,0.0028934228750613685,1000.0
0.1,0.13280827983543814,0.0030032537801554446,1000.0
0.15,0.118617177458554,0.0032514196154835536,1000.0
0.2,0.10297981204285866,0.0033521011366700456,1000.0
0.25,0.08234067416953687,0.0035006122007528676,1000.0
0.3,0.05846747362685057,0.003560840705225895,1000.0
0.35,0.0348486779399604,0.003581146395356782,1000.0
0.45,-0.017636501308822536,0.0032243106128712136,1000.0
0.5,-0.038805840462486973,0.002990129568310168,1000.0
