Dimerization,ZL,error,N
0.0,0.013481285850049393,0.0011859247965292294,4000.0
0.05,0.01205133575896512,0.0011949090659278154,4000.0
0.1,0.008730980401195113,0.0012202337422960764,4000.0
0.15,0.0069896757857672185,0.0012484945862783156,4000.0
0.2,0.003609822556163295,0.0013300360709527954,4000.0
0.25,0.00214680526025886,0.0013367604500323855,4000.0
0.3,-0.0006020490881178705,0.0014068030663815653,4000.0
0.35,-0.001468082029089323,0.0014870293674029457,4000.0
0.4,0.0017524064895426078,0.00163454020435979,4000.0
0.45,0.006291787903446317,0.00179166370256329,4000.0
0.5,0.016797685450542978,0.001980050180883809,4000.0
