Jdis,ZL,error,N
0.7,-0.07331377370734407,0.0018674454408729683,1000.0
0.75,-0.07179167469101569,0.0019448221558810235,1000.0
0.8,-0.0698551579444058,0.0019750568594702703,1000.0
0.85,-0.06741442130106184,0.0020411116860995465,1000.0
0.9,-0.06613065858289552,0.0020760580723895514,1000.0
0.95,-0.06438178836849238,0.002133929009101869,1000.0
1.0,-0.06117493449748822,0.002179194287525545,1000.0
1.1,-0.05681056012367678,0.002258188906802894,1000.0
1.2,-0.052085214760362784,0.0023297268007982028,1000.0
1.3,-0.046869233997471164,0.0024322325368225407,1000.0
1.4,-0.0423062593597713,0.00247789185236707,1000.0
1.5,-0.03660951802504375,0.0025572013221317204,1000.0
