Jdis,O^z,error,N
0.7,-0.18987114972585042,0.00046531962819620914,1000.0
0.75,-0.17922024157110752,0.0004856848478204514,1000.0
0.8,-0.16962823718938513,0.00048643665146460533,1000.0
0.85,-0.1570566943090273,0.0004912279558612836,1000.0
0.9,-0.1478555834053385,0.0004988108273336813,1000.0
0.95,-0.1376172477084313,0.000496955473712381,1000.0
1.0,-0.1302596134512818,0.00050251880998253,1000.0
1.1,-0.11172815118892232,0.0005087695340090599,1000.0
1.2,-0.09747009428414426,0.0004965913710952662,1000.0
1.3,-0.08422758574598015,0.0005006852044894581,1000.0
1.4,-0.07439078637125583,0.0004940125414783763,1000.0
1.5,-0.06385167943149458,0.0004787065360244871,1000.0
