Jdis,ZL,error,N
0.7,0.11931927250766497,0.003281568861326745,1000.0
0.75,0.11576642135885183,0.003344867219720696,1000.0
0.8,0.10953901918598101,0.0033830766916108073,1000.0
0.85,0.10556642386573344,0.003402245810468554,1000.0
0.95,0.09057143068056388,0.0055147222772681725,414.0
1.1,0.08234067416953687,0.0035006122007528676,1000.0
1.2,0.07727350369144191,0.0034679234074287894,1000.0
1.3,0.06813182100664385,0.0034900811490159917,1000.0
1.4,0.0628974430144908,0.0033502542963904625,1000.0
1.5,0.05609282139137822,0.0033115178823702003,1000.0
