Jdis,ZL,error,N
0.7,-0.024959649540366332,0.005070148904853406,1000.0
0.75,-0.02118178843329688,0.005068652768417206,1000.0
0.8,-0.022021479989745695,0.004989585857993376,1000.0
0.85,-0.02025588276672369,0.004975237382169816,1000.0
0.9,-0.02003546924251985,0.004796963349632005,1000.0
0.95,-0.01529778101380355,0.00467830123639911,1000.0
1.0,-0.018559736027874668,0.004635273365323617,1000.0
1.1,-0.017129443643774358,0.004287023415662025,1000.0
1.2,-0.012667769512372544,0.003979579867792071,1000.0
1.3,-0.00825072573769043,0.0038002232963558744,1000.0
1.4,-0.010030317806401814,0.0035165603844605417,1000.0
1.5,-0.004753183692413745,0.0033871324453997346,1000.0
