Dimerization,O^z,error
0.05,0.2881111344398115,0.0
0.1,0.269904194300036,0.0
0.15,0.23738560356657734,0.0
0.2,0.19201200779846925,0.0
0.25,0.13914643922442888,0.0
0.3,0.08772907450614774,0.0
