Jdis,O^z,error,N
0.1,0.34284398506316244,0.00014525743707307056,1000.0
0.2,0.3362845144815672,0.00019148471721550914,1000.0
0.3,0.324519127280579,0.0002517091354834211,1000.0
0.4,0.3052029050011345,0.0003398204324454571,1000.0
0.5,0.2768063258588259,0.0004438536535963862,1000.0
0.6,0.24247066886296634,0.0005255788592267349,1000.0
0.7,0.2025406487838248,0.0005883886774002172,1000.0
0.8,0.16309542213222236,0.0006013495833513415,1000.0
0.9,0.12782084390984208,0.0005888173909060886,1000.0
1.0,0.09903149460090527,0.0005445649425897153,1000.0
1.1,0.07569583769562632,0.0004901537856439897,1000.0
1.2,0.059770587552396316,0.000445545581714384,1000.0
1.5,0.028566433598456363,0.00031389484941590795,1000.0
1.8,0.01484512594735959,0.0002326654218687202,1000.0
