Jdis,O^z,error,N
0.1,0.352422174523405,0.00021845769244783068,663.0
0.2,0.34552802974719515,0.0002269850009910813,1000.0
0.3,0.33258032903532125,0.00032121613031472443,1000.0
0.4,0.3111805419946108,0.0005812912817059056,565.0
0.5,0.2881111344398115,0.0005602154860063672,1000.0
0.6,0.25812693183371993,0.0006749880493655146,1000.0
0.7,0.2273931966399881,0.0007545861674586996,1000.0
0.8,0.19404166158602834,0.0008175277694889271,1000.0
0.9,0.16744133274132045,0.0008179411067865113,1000.0
1.0,0.14426503161389498,0.000812644646832055,1000.0
1.1,0.12299775002922174,0.000804348575164424,1000.0
1.2,0.10574483127853093,0.0007677857671177823,1000.0
1.5,0.06927297267748075,0.0006699004773922127,1000.0
1.8,0.04622700574986806,0.0005786854451780537,1000.0
