Jdis,ZL,error,N
0.7,-0.15315024464043375,0.004311058646518119,1000.0
0.75,-0.13477503298241766,0.0043779300048769655,1000.0
0.8,-0.11951505791731874,0.004465426885965097,1000.0
0.85,-0.1069110601016639,0.004488984744290413,1000.0
0.9,-0.09071769165166522,0.004560359443616503,1000.0
0.95,-0.08204762098988136,0.004513894133990426,1000.0
1.0,-0.07515897240862653,0.004525259663777172,1000.0
1.1,-0.05769489084560504,0.004379534095050204,1000.0
1.2,-0.040181148212882774,0.0043496109589303885,1000.0
1.3,-0.026663921606082972,0.004389261561968355,1000.0
1.4,-0.020950227058477107,0.004270568019040659,1000.0
1.5,-0.010479665574535977,0.004264842457170088,1000.0
