Jdis,ZL,error,N
0.7,-0.16255008558569595,0.003404228289075507,1000.0
0.75,-0.1459213758805321,0.003548087100704775,1000.0
0.8,-0.13653331477884592,0.0035780714500861363,1000.0
0.85,-0.12332264479853144,0.003692776698712318,1000.0
0.9,-0.11270814109438224,0.00366992000123662,1000.0
0.95,-0.10418714936423613,0.0036786117890080282,1000.0
1.0,-0.09420437608869099,0.003707120356098674,1000.0
1.1,-0.07725695275631198,0.003780893707893591,1000.0
1.2,-0.06301281118319833,0.0037561344079404036,1000.0
1.3,-0.04680046025591254,0.0038420457535994256,1000.0
1.4,-0.0392976866539748,0.003787700600325995,1000.0
1.5,-0.027379635516133007,0.003739886683727734,1000.0
