Dimerization,O^z,error
0.0,-0.11303901523805551,0.0
0.05,-0.11216903114499449,0.0
0.1,-0.11231750702575202,0.0
0.15,-0.11005006067722607,0.0
0.2,-0.10817224438095487,0.0
0.25,-0.1032486294237812,0.0
0.3,-0.09747009428414426,0.0
0.35,-0.0899289530932319,0.0
0.4,-0.0786559172336082,0.0
0.45,-0.06530564571139555,0.0
0.5,-0.05281171016929779,0.0
0.55,-0.03838468096223199,0.0
0.6,-0.025683404016342285,0.0
0.65,-0.015095842693889807,0.0
0.7,-0.007047860122775221,0.0
