x2-x1,corr
1,-9.76770016918073e-17
2,-9.767700169180171e-17
3,-8.433330098332493e-17
4,-8.433330098331135e-17
5,2.834260520645719e-16
6,2.8342605206452903e-16
7,2.0798591677977528e-17
8,2.0798591677971935e-17
9,-1.0395378075954406e-16
10,5.2963951051802095e-18
11,-6.862932717310435e-17
12,-1.4595079525147936e-16
13,-4.0422241003088764e-17
14,6.543345899149965e-17
15,4.0652051443180455e-17
16,1.658969334518254e-17
17,-2.2576327912178655e-17
18,-6.05280883229518e-17
19,-7.936339008224891e-18
20,4.098415860780665e-17
21,-4.2071028907891556e-17
22,-1.195274073853034e-16
23,-7.101460340077163e-17
24,-3.008848120550127e-17
25,-3.930014068527794e-17
26,-5.289342438916684e-17
27,-5.620235962425046e-17
28,-5.955758198688807e-17
29,1.0547285929752135e-18
30,8.064154773675433e-17
31,5.585289008605766e-17
32,1.9286482990593645e-17
