Jdis,ZL,error,N
0.5,0.28046350846255785,0.0011576165216522008,5000.0
1.0,0.13173944770404888,0.0015357159246617608,5000.0
1.5,0.054188065766282684,0.0013935256843042153,5000.0
2.0,0.022384471119483204,0.001151752708590997,5000.0
2.5,0.008871443589103047,0.001013886909209688,4999.0
3.0,0.0041580224780644985,0.0009274354854338512,4997.0
3.5,0.003168509919681018,0.0009403334738131462,4978.0
4.0,0.0026600954019030537,0.0009457798135471662,4956.0
4.5,0.0031723873966348977,0.001005375263427677,4847.0
5.0,0.00351678973921905,0.001081957502300743,4760.0
5.5,0.002562286297391567,0.001130708630382074,4600.0
6.0,0.007280121319681418,0.001235016611387038,4329.0
