Jdis,ZL,error,N
0.5,0.29544623281563115,0.0012904993718827462,5000.0
1.0,0.12641047066552527,0.0016039796475870688,5000.0
1.5,0.046272640730281235,0.001390318740691208,5000.0
2.0,0.01479645164275266,0.0011331622734808207,5000.0
2.5,0.006482195394268076,0.0009970926924362507,5000.0
3.0,0.004824625717648639,0.000941315171735604,4987.0
3.5,0.005715586602233356,0.000989524661986272,4950.0
4.0,0.00554026991300756,0.001031120502530625,4859.0
4.5,0.00570907680084619,0.001126412103307411,4731.0
5.0,0.005850566968339221,0.0011833142264083163,4530.0
5.5,0.006812665354962142,0.0012908190452486478,4228.0
6.0,0.008067821031288665,0.0013884098902847807,3941.0
