Jdis,ZL,error,N
0.7,0.20495091266162083,0.0022058188950039997,1000.0
0.75,0.19685263841240574,0.002400136142361926,1000.0
0.8,0.1870833312108918,0.0024504991301588313,1000.0
0.85,0.17853023873995327,0.002601644923562846,1000.0
0.9,0.1703713735815679,0.0027050462561194373,1000.0
0.95,0.16372950392751082,0.0027217675604280225,1000.0
1.0,0.1557512928296458,0.00281678578977083,1000.0
1.1,0.14271697322965002,0.0029142648118438016,1000.0
1.2,0.13013729466402427,0.0029645430809313155,1000.0
1.3,0.11826864357996211,0.003020511815838545,1000.0
1.4,0.10617616795808456,0.003071879916505982,1000.0
1.5,0.09518948853613063,0.0031096814473894467,1000.0
