Jdis,O^z,error,N
0.7,-0.2585434289610724,0.0007369487155519954,1000.0
0.75,-0.2529348592206425,0.0007429039037435848,1000.0
0.8,-0.2480214056476498,0.0007679881142134741,1000.0
0.85,-0.2421954681591371,0.0008024732855551128,1000.0
0.9,-0.23591656077345652,0.0008191846475304343,1000.0
0.95,-0.2302294267241082,0.000852818088652329,1000.0
1.0,-0.22506974992135134,0.0008523064105826154,1000.0
1.1,-0.21204464531156964,0.0009108928206901687,1000.0
1.2,-0.19782049389398715,0.0009358858426596496,1000.0
1.3,-0.18599236593020235,0.0009650376069717716,1000.0
1.4,-0.17281705646606574,0.0009844804660069308,1000.0
1.5,-0.16007889697882818,0.0010103832192891278,1000.0
