Jdis,O^z,error,N
0.7,-0.1834519542116284,0.0004381909248819588,1000.0
0.75,-0.176506358420738,0.00044070837320302897,1000.0
0.8,-0.16773092063193049,0.0004594006462746205,1000.0
0.85,-0.15970406393221173,0.000470000529156432,1000.0
0.9,-0.15202553617375078,0.00047403142779142834,1000.0
0.95,-0.14341118343543022,0.0004800368942107984,1000.0
1.0,-0.13679616430297362,0.0004916016138737119,1000.0
1.1,-0.12049234562785872,0.0005088105615672133,1000.0
1.2,-0.10817224438095487,0.0004973312076481487,1000.0
1.3,-0.09467870097683412,0.0005036728421041377,1000.0
1.4,-0.0839047838627416,0.0004912056124661607,1000.0
1.5,-0.07332054820370962,0.00048718799116856653,1000.0
