Jdis,O^z,error,N
0.0,-0.35638939626474675,0.012011090316108966,1.0
0.5,-0.2885123246013763,0.0008927373983367487,500.0
1.0,-0.22112237450078645,0.0012557962003227072,500.0
1.5,-0.1507193667188565,0.0014365818537333372,500.0
2.0,-0.1031255829594286,0.0014706075846557282,500.0
2.5,-0.06964833365652255,0.001374883996097815,500.0
3.0,-0.054191350683432365,0.0013598073179198636,500.0
3.5,-0.03963628652013053,0.0011978773505224888,500.0
4.0,-0.031885521240763576,0.001125364585750925,497.0
4.5,-0.023357985469969457,0.0011312538739369775,494.0
5.0,-0.02202731561560214,0.0011613961699695966,485.0
5.5,-0.019312746545086083,0.0012012422481075297,479.0
6.0,-0.01566006651147964,0.001194436082172357,475.0
