Jdis,ZL,error,N
0.1,-0.6008936004643599,0.003630010072566044,631.0
0.2,-0.5577687493559353,0.004965814334862492,1000.0
0.3,-0.4864271111746947,0.007288790197908436,1000.0
0.5,-0.3473555789438141,0.009996839258077268,1000.0
0.6,-0.2862216515996062,0.010667324138846674,1000.0
0.7,-0.2327625020254523,0.01112581069022975,1000.0
0.8,-0.18838762359246616,0.01101466875094085,1000.0
0.9,-0.14504186601752178,0.0109882761895906,1000.0
1.0,-0.11436541516439126,0.010854452520185428,1000.0
1.1,-0.0849149910262996,0.010649934217410149,1000.0
1.2,-0.05845025260106849,0.010433233211245575,1000.0
1.5,-0.0069731637495078925,0.00980931286948011,1000.0
1.8,0.02957997858878085,0.00927036068048742,1000.0
