Jdis,ZL,error
0.9,-0.41040434016635075,0.007963316942463081
0.95,-0.37161058506647243,0.008114694605974077
1.0,-0.339684057683941,0.008260465340179261
1.05,-0.3129617281525242,0.008433569551298342
1.1,-0.28151307058761854,0.008557855481346474
1.15,-0.25489130537308,0.008707422355306627
1.2,-0.22754369046219414,0.008759453369752325
