Jdis,ZL,error
0.9,-0.44610708198683763,0.00931184613753346
0.95,-0.3885305843448766,0.00950364959964774
1.0,-0.33856695270870724,0.009831711577284791
1.05,-0.30404591397107517,0.009679784627237871
1.1,-0.2584542125278097,0.00975714025001103
1.15,-0.21381409753911879,0.009581872859887272
1.2,-0.18516019870226305,0.009333728647026838
