Dimerization,ZL,error,N
0.0,0.11160092874902772,0.0034880401176875884,1000.0
0.05,0.1026531845009065,0.003529927810552985,1000.0
0.1,0.08956742320412515,0.0036666133618867107,1000.0
0.15,0.06977407763239891,0.0039067812300049316,1000.0
0.2,0.03258559030805165,0.004090345241492635,1000.0
0.25,0.006532170162473315,0.004161095076651908,1000.0
0.3,-0.029306784744553796,0.0041617581871240695,1000.0
0.35,-0.05697002744859163,0.003912245796792889,1000.0
0.4,-0.07750252539287099,0.003720366080931215,1000.0
0.45,-0.08576813710103344,0.0035784373096258743,1000.0
0.5,-0.07725695275631198,0.003780893707893591,1000.0
0.55,-0.04926377714378406,0.004362317421126827,1000.0
0.6,0.0014210377186222318,0.0047876308409135985,1000.0
0.65,0.06863194145833355,0.005249877338412584,1000.0
0.7,0.15674093199448852,0.005153225415213271,1000.0
