Jdis,ZL,error,N
0.1,-0.7686103698991674,0.0009173253579164473,714.0
0.2,-0.7547061037463937,0.001195667866316501,1000.0
0.3,-0.7256508376586517,0.002372838546847309,1000.0
0.4,-0.6772731234582218,0.0053860169242361975,510.0
0.5,-0.6163256081213966,0.005719758034173889,1000.0
0.6,-0.5435368470519529,0.007189023503656053,1000.0
0.8,-0.39761528845649435,0.00894142475363623,1000.0
0.9,-0.33207215425899167,0.009187880740609593,1000.0
1.0,-0.27253746556734015,0.009446705645770716,1000.0
1.1,-0.22775879043813996,0.009497375480989787,1000.0
1.2,-0.18571555074453883,0.009421234619333566,1000.0
1.5,-0.0868359734184013,0.009057518519359221,1000.0
1.8,-0.029402438511597403,0.008703465026944534,1000.0
