Jdis,O^z,error,N
0.7,-0.20142794901804803,0.0005311992545270568,1000.0
0.75,-0.19679940495044998,0.0005356253373707696,1000.0
0.8,-0.19161075182215379,0.0005588898090099089,1000.0
0.85,-0.18667575515372667,0.000564606048931998,1000.0
0.9,-0.18108788649845745,0.0005776307032062265,1000.0
0.95,-0.17508172363255117,0.0006036132170534075,1000.0
1.0,-0.16878409994201896,0.0006262549790247574,1000.0
1.1,-0.156389487662173,0.0006364687690545957,1000.0
1.2,-0.14329778732027987,0.0006438954199158237,1000.0
1.3,-0.12994215378153842,0.0006760802089336232,1000.0
1.4,-0.11752561452076217,0.0006861519953119854,1000.0
1.5,-0.10730212323220895,0.0006818509358746107,1000.0
