Dimerization,ZL,error,N
0.0,0.28938473868741066,0.004361033720059621,500.0
0.1,0.2249554826816722,0.005822427359535171,500.0
0.2,0.07155109287752252,0.00754715408730383,500.0
0.3,-0.11676056830412138,0.007506453685397792,500.0
0.4,-0.2631371429452772,0.004984796680788781,500.0
0.5,-0.2201440806435814,0.005524347223457336,500.0
0.6,0.03672535773474984,0.007225540762934058,500.0
0.7,0.3035991088464433,0.0056960825630818345,500.0
0.8,0.5043726239981742,0.0037139879352033004,500.0
0.9,0.6466281690543346,0.0015628389612199352,500.0
1.0,0.7341281321104247,6.6774783833903e-16,500.0
