Jdis,ZL,error
0.9,-0.3646356323362047,0.0062714512434262504
0.95,-0.3464772803286737,0.006500445188319036
1.0,-0.3294165619204229,0.006640007795693919
1.05,-0.3083479516374472,0.006817091639941363
1.1,-0.2923033583262265,0.006876511932830831
1.15,-0.2734181243903948,0.0069481377891826845
1.2,-0.2578600055531802,0.007059676560730664
