x2-x1,corr
32,0.0029372265010943898
32,0.0028162805486986954
32,0.0028100587695998025
32,0.0020588842916111987
32,0.0018952838878992767
32,0.0016476109645206414
32,0.0018431421846588716
32,0.0019276470492482086
32,0.0017351371335133728
32,0.001878605545736067
32,0.0019968115225015913
32,0.0022950316591267192
32,0.0022217980664590176
32,0.002188160775491614
32,0.0022452876609484803
32,0.002588035954539569
32,0.0026090075711792306
32,0.002699456358633579
32,0.0027874810283597807
32,0.0029399103623069574
32,0.002935483109030769
32,0.003336910748798263
32,0.0033799362906209583
32,0.005130071906093545
32,0.005095245943281611
32,0.004927633728522239
32,0.005142486991568617
32,0.003769926798775019
32,0.0036715456446555655
32,0.003713528168277399
32,0.0038896296488447864
32,0.002984476394566232
