Dimerization,ZL,error,N
0.0,0.03339752177735951,0.002881554283237801,1000.0
0.05,0.03479319011092375,0.002914609662020973,1000.0
0.1,0.023979780804351997,0.003017046737314109,1000.0
0.15,0.022560387489168617,0.0032475896188270182,1000.0
0.2,0.007831351469177199,0.003193265355241954,1000.0
0.25,-0.005235521186928702,0.0031921990384277082,1000.0
0.3,-0.010113543432244876,0.0032056575034464783,1000.0
0.35,-0.021903892210148934,0.003347146706873896,1000.0
0.4,-0.022971200330753293,0.003456567158616533,1000.0
0.45,-0.015216580113982017,0.00370696016621264,1000.0
0.5,-0.00417383147147836,0.004279732367936511,1000.0
