Dimerization,ZL,error,N
0.0,0.09265104605802961,0.003296007058561329,1000.0
0.05,0.08794810351224379,0.0034407229667543808,1000.0
0.1,0.07997084608626144,0.0034930491578795703,1000.0
0.15,0.0636346228760631,0.0036437213068351362,1000.0
0.2,0.0436163304815854,0.003670408109190141,1000.0
0.25,0.025710784464966822,0.0037195789680109035,1000.0
0.3,0.003050285484263243,0.0036971677446656294,1000.0
0.35,-0.019544916507609103,0.003630254534593478,1000.0
0.4,-0.038794545484177566,0.0034701685093044173,1000.0
0.45,-0.05074861106496332,0.0033585911792690672,1000.0
0.5,-0.05712904204633275,0.0033029260298563013,1000.0
0.55,-0.05281557937880882,0.0034711346565645257,1000.0
0.6,-0.03741526270745599,0.003741392712357905,1000.0
0.65,-0.004127415735774159,0.004095303931813114,1000.0
0.7,0.04321018381434889,0.004515496980927403,1000.0
