Dimerization,ZL,error,N
0.0,-0.30263153614653493,0.031773409155876176,100.0
0.05,-0.29472393432505,0.03205106368437954,100.0
0.1,-0.23352485162610426,0.03245750553008995,100.0
0.15,-0.12250099774886973,0.03579518332903585,100.0
0.2,-0.008683212911211609,0.03500771186296127,100.0
0.25,0.11675971487540865,0.03696076811036602,100.0
0.3,0.2628219177049463,0.03366863235169188,100.0
0.35,0.37612281607169906,0.030805630576207464,100.0
0.4,0.4943079390263593,0.026902050024606373,100.0
0.45,0.5680470829693056,0.026759208903977073,100.0
0.5,0.6466827724439795,0.022988056076406315,100.0
0.55,0.7257942760554214,0.01102612662584029,100.0
0.6,0.7267734962606153,0.023609957315449886,100.0
0.65,0.8088196514734398,0.005407061842517854,100.0
0.7,0.8217800839139413,0.00886081692671772,100.0
0.75,0.8371925863584141,0.01587023358073441,100.0
0.8,0.8534806329414275,0.009899519260260947,100.0
0.85,0.8732654920259395,0.004208888300979197,100.0
0.9,0.8867259034239255,0.0025721143718289152,100.0
0.95,0.878137191354744,0.012788337349326401,100.0
1.0,0.9022252483954213,3.063525339281506e-15,100.0
