Jdis,ZL,error,N
0.7,-0.08932226484255691,0.0036700768262125133,1000.0
0.75,-0.08474620831630872,0.003746584057316704,1000.0
0.8,-0.08033662755344945,0.003759728505115584,1000.0
0.85,-0.0758518870747351,0.0036949249145699736,1000.0
0.9,-0.0673223792866556,0.0036908630668702792,1000.0
0.95,-0.06429491323133942,0.003610432855832262,1000.0
1.0,-0.06052180499070896,0.003582964420989299,1000.0
1.1,-0.05243497302671842,0.00357832462829051,1000.0
1.2,-0.04718569699092421,0.0035376596639397984,1000.0
1.3,-0.038794545484177566,0.0034701685093044173,1000.0
1.4,-0.032297169515277085,0.003383304384175197,1000.0
1.5,-0.02767408396964417,0.003317949938088949,1000.0
