Jdis,ZL,error,N
0.1,-0.7222034939260291,0.0016611870150077274,732.0
0.2,-0.6931465528218826,0.0024850577107412815,1000.0
0.3,-0.6474025029626798,0.0043445631739751,1000.0
0.4,-0.5804186436483108,0.006438580862844722,1000.0
0.5,-0.5085572890527291,0.008021438128076742,1000.0
0.6,-0.43709493181218156,0.009111669734702796,1000.0
0.8,-0.3105720053874785,0.010096753959070693,1000.0
0.9,-0.24850666188576015,0.010280267731521861,1000.0
1.0,-0.20137717483908368,0.010160171917361677,1000.0
1.1,-0.159055950309483,0.010118196905298553,1000.0
1.2,-0.13396468344994325,0.009958332533515215,1000.0
1.5,-0.054991652075666614,0.009385035908151292,1000.0
1.8,-0.0012653275965431854,0.008883185044699484,1000.0
