Jdis,O^z,error,N
0.7,-0.17605527661530115,0.00042454400733469276,1000.0
0.75,-0.170438647096041,0.00044202484222016786,1000.0
0.8,-0.16351859298850582,0.0004465867712840594,1000.0
0.85,-0.15723081805329006,0.00045754025337520345,1000.0
0.9,-0.15073274547018475,0.0004707756512233054,1000.0
0.95,-0.14400331794212265,0.0004754186064271391,1000.0
1.0,-0.13671995742492662,0.0004819199357556003,1000.0
1.1,-0.12401496145289134,0.000496060516984006,1000.0
1.2,-0.11005006067722607,0.0004951122187967029,1000.0
1.3,-0.09654631718272791,0.000511131249535717,1000.0
1.4,-0.08797016197398039,0.0005060512000365525,1000.0
1.5,-0.07442723596367146,0.0005004149580611052,1000.0
