Jdis,O^z,error,N
0.7,-0.20579494241585783,0.0005322070311088132,1000.0
0.75,-0.2005945933939044,0.0005390815600991153,1000.0
0.8,-0.19469198859764314,0.0005677212783563143,1000.0
0.85,-0.1892424610773645,0.0005775822118478227,1000.0
0.9,-0.18341420609093326,0.0005882509475076027,1000.0
0.95,-0.17497532366185498,0.0006075123006406074,1000.0
1.0,-0.16848210847428538,0.000614113966494082,1000.0
1.1,-0.15416304913137419,0.0006327840271309018,1000.0
1.2,-0.14112618773708568,0.0006500659336965964,1000.0
1.3,-0.12714562934856188,0.0006717166917381494,1000.0
1.4,-0.11630644436171306,0.0006739905822953186,1000.0
1.5,-0.104293023267321,0.0006945538458838465,1000.0
