Dimerization,O^z,error
0.0,-0.10195339576744478,0.0
0.05,-0.10053420947050622,0.0
0.1,-0.10050530398696221,0.0
0.15,-0.09654631718272791,0.0
0.2,-0.09467870097683412,0.0
0.25,-0.09064640964828909,0.0
0.3,-0.08422758574598015,0.0
0.35,-0.07616911803441148,0.0
0.4,-0.06867050743746818,0.0
0.45,-0.05985327016693175,0.0
0.5,-0.04661015787638706,0.0
0.55,-0.03423451707757536,0.0
0.6,-0.02317798117410506,0.0
0.65,-0.014345208072275026,0.0
0.7,-0.0071910569110291735,0.0
