Dimerization,ZL,error,N
0.0,0.010215602376104792,0.0009491193036469484,5999.0
0.05,0.011096670761806864,0.0009407850592294296,5999.0
0.1,0.008234812561900876,0.0009627847216716834,6000.0
0.15,0.005708935484551916,0.0009912619978728237,5999.0
0.2,0.004326227112116238,0.0010197911318178246,5999.0
0.25,0.001870365754601322,0.001077545716322042,6000.0
0.3,0.001965060802486065,0.0011300872714863279,5999.0
0.35,3.2213346940331354e-05,0.0012145677857099057,6000.0
0.4,0.003167090351489118,0.0013040469077655206,6000.0
0.45,0.008421616442852968,0.0014439173007118192,6000.0
0.5,0.01701113509748206,0.0016206698803042962,6000.0
