Dimerization,ZL
0.1,2.702991696367632e-19
0.2,6.905147863491119e-18
0.3,1.305428405497064e-14
0.4,2.445221749226343e-14
0.5,3.588362177843437e-14
0.6,4.70360200675175e-14
0.7,5.345187762483735e-14
0.8,5.744562338778517e-14
0.9,6.002326526812384e-14
1.0,6.076108229384332e-14
