Dimerization,ZL
0.1,8.98442814581224e-10
0.2,1.0940856722161031e-09
0.3,8.950492851349773e-08
0.4,1.315913183603799e-07
0.5,1.727600352664101e-07
0.6,1.964451551047763e-07
0.7,2.1328687558723732e-07
0.8,2.2409923296903576e-07
0.9,2.2906362267258548e-07
1.0,2.3055955568996376e-07
