Dimerization,ZL,error,N
0.0,0.013508101176184577,0.0009908709546535808,6000.0
0.05,0.012908333821774576,0.001014575137273185,6000.0
0.1,0.010191973249829648,0.0010212872234918028,5999.0
0.15,0.00862697593916482,0.001046441250134092,6000.0
0.2,0.005522067260860341,0.0010687865484526318,6000.0
0.25,0.0013414128868017624,0.0011179592802788491,6000.0
0.3,-0.0005280034947062586,0.0011825253497066252,6000.0
0.35,-0.0034170225156626567,0.0012320400251055032,6000.0
0.4,-0.0023737600812877096,0.001324027006291118,6000.0
0.45,0.0023639132537724037,0.0014792023502289264,6000.0
0.5,0.013773249844705676,0.00164405301950495,5999.0
