Dimerization,ZL,error,N
0.0,0.013587445071682578,0.0009201479475988174,7000.0
0.05,0.01324162987128499,0.0009384720220207908,7000.0
0.1,0.010404752491970615,0.0009365006622222246,6999.0
0.15,0.00877040670755043,0.000968202455410595,7000.0
0.2,0.005927468172655458,0.0009904659264267923,7000.0
0.25,0.0015213433479902973,0.0010318219561302282,7000.0
0.3,-0.0003711596737565897,0.001089668073239411,7000.0
0.35,-0.0034246009147261697,0.0011415341271778367,6999.0
0.4,-0.0017137545736223417,0.0012277764817160283,7000.0
0.45,0.002843925755623808,0.001372283052147962,7000.0
0.5,0.0141370626846596,0.0015229644200047295,6999.0
