Jdis,O^z,error,N
0.1,0.18363201316324476,0.00040731096824006855,1000.0
0.2,0.16584066429681996,0.0005315320836059336,1000.0
0.3,0.14339671597867765,0.0005985735353462354,1000.0
0.4,0.12394004874652308,0.0006241399421269418,1000.0
0.5,0.10691885985377651,0.0006335421875126267,1000.0
0.6,0.0930666319986066,0.0006198703364376173,1000.0
0.7,0.08068962619298238,0.0005960270449710148,1000.0
0.8,0.07015524630152598,0.0005701393367166903,1000.0
0.9,0.06012987598497946,0.0005356697528570982,1000.0
1.0,0.051816978701437026,0.0005024580304748029,1000.0
1.1,0.04556680189069037,0.00047063704555375954,1000.0
1.2,0.03973446521265108,0.00043844806728082986,1000.0
1.5,0.02570660509363262,0.00035533011303073,1000.0
1.8,0.01733813468101887,0.00029348946644936,1000.0
