Jdis,O^z,error,N
0.7,-0.16385869861304997,0.00040662667981369475,1000.0
0.75,-0.16046634070905913,0.0004232976934909906,1000.0
0.8,-0.1572708469342426,0.0004283106946552672,1000.0
0.85,-0.15274593704701772,0.0004432710756155381,1000.0
0.9,-0.1474404049006253,0.0004445545149455479,1000.0
0.95,-0.1400517559129853,0.0004654994915744513,1000.0
1.0,-0.13809089834676974,0.000468826839362289,1000.0
1.1,-0.12427530843209937,0.0004891761086951925,1000.0
1.2,-0.11303901523805551,0.0004918327400429031,1000.0
1.3,-0.10195339576744478,0.0004965658090925123,1000.0
1.4,-0.09114744651454876,0.0005045249072055729,1000.0
1.5,-0.08208276561483673,0.0005029704642498446,1000.0
