Jdis,ZL,error,N
0.1,-0.13322042526982014,0.002946848907333942,1000.0
0.2,-0.13501364106677083,0.005032971334911791,1000.0
0.3,-0.1294411597896774,0.00637897731657369,1000.0
0.4,-0.12060430608526895,0.007338560810104497,1000.0
0.5,-0.11342776020426884,0.007910804246033395,1000.0
0.6,-0.09928189797976038,0.008324329640609638,1000.0
0.7,-0.0894390569562286,0.00864948348746578,1000.0
0.8,-0.07761694374199933,0.008804464246687328,1000.0
0.9,-0.06992655179569686,0.008907283443077589,1000.0
1.0,-0.060288239299003996,0.008892342650924163,1000.0
1.1,-0.052689995969985894,0.008913633392914353,1000.0
1.2,-0.04130215588028111,0.008905376046861641,1000.0
1.5,-0.01578024245247097,0.008788214624362939,1000.0
1.8,0.006843421547280651,0.008598698258536139,1000.0
