Jdis,O^z,error,N
0.7,-0.1851377595331302,0.0004849726623995623,1000.0
0.75,-0.1724766748074449,0.000498783348749759,1000.0
0.8,-0.16152839271415087,0.0005027632473489322,1000.0
0.85,-0.14923766633471564,0.0004981926904905022,1000.0
0.9,-0.1396402177684863,0.0005027539613815067,1000.0
0.95,-0.12931070079747806,0.0005048247858916655,1000.0
1.0,-0.1192215014947172,0.0005107774442335394,1000.0
1.1,-0.10524890488609151,0.0004978058040613552,1000.0
1.2,-0.0899289530932319,0.0004982530314267189,1000.0
1.3,-0.07616911803441148,0.0004897555210136777,1000.0
1.4,-0.06819998249900486,0.00048129676219572844,1000.0
1.5,-0.05896567319565475,0.0004675982625931727,1000.0
